,CrimenProv,PobProv,Comunidad,Provincia,Municipio,code,Delito,Nivel,Enero-diciembre 2016,Enero-diciembre 2017,Enero-diciembre 2018,Enero-diciembre 2019,Enero-diciembre 2020,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,Total,MediaTotal,POB2016,POB2017,POB2018,POB2019,POB2020,TotalPob
408,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,9,Sustracciones de vehículos,Provincia,827.0,944.0,779.0,641.0,479.0,194.0,219.0,201.0,213.0,226.0,251.0,244.0,223.0,192.0,153.0,205.0,229.0,180.0,122.0,168.0,171.0,155.0,73.0,121.0,130.0,3670.0,734.0,1004124,1007641,1018510,1032983,1044887,1021629.0
409,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,10,Tráfico de drogas,Provincia,226.0,254.0,243.0,224.0,257.0,40.0,64.0,59.0,63.0,66.0,66.0,65.0,57.0,59.0,80.0,61.0,43.0,55.0,73.0,56.0,40.0,65.0,74.0,64.0,54.0,1204.0,240.8,1004124,1007641,1018510,1032983,1044887,1021629.0
410,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,155652,154184,153342,153129,153478,153957.0
411,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,3.0,0.0,1.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,11.0,2.2,155652,154184,153342,153129,153478,153957.0
412,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,28.0,37.0,31.0,37.0,32.0,6.0,9.0,7.0,6.0,8.0,7.0,16.0,6.0,7.0,6.0,13.0,5.0,3.0,11.0,14.0,9.0,7.0,4.0,11.0,10.0,165.0,33.0,155652,154184,153342,153129,153478,153957.0
413,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,4,Secuestro,Provincia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155652,154184,153342,153129,153478,153957.0
414,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,12.0,36.0,40.0,49.0,26.0,3.0,7.0,1.0,1.0,11.0,11.0,7.0,7.0,6.0,8.0,19.0,7.0,12.0,1.0,21.0,15.0,8.0,6.0,4.0,8.0,163.0,32.6,155652,154184,153342,153129,153478,153957.0
415,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,6,Robos con violencia e intimidación,Provincia,29.0,21.0,14.0,24.0,16.0,10.0,6.0,6.0,7.0,3.0,5.0,6.0,7.0,6.0,2.0,2.0,4.0,6.0,4.0,3.0,11.0,7.0,0.0,5.0,4.0,104.0,20.8,155652,154184,153342,153129,153478,153957.0
416,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,483.0,350.0,381.0,305.0,220.0,162.0,114.0,93.0,114.0,120.0,59.0,63.0,108.0,122.0,68.0,85.0,106.0,86.0,81.0,78.0,60.0,62.0,28.0,63.0,67.0,1739.0,347.8,155652,154184,153342,153129,153478,153957.0
417,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,8,Hurtos,Provincia,937.0,918.0,884.0,877.0,584.0,228.0,239.0,243.0,227.0,222.0,214.0,245.0,237.0,215.0,210.0,246.0,213.0,171.0,229.0,241.0,236.0,173.0,70.0,180.0,161.0,4200.0,840.0,155652,154184,153342,153129,153478,153957.0
418,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,9,Sustracciones de vehículos,Provincia,37.0,27.0,9.0,20.0,26.0,8.0,14.0,10.0,5.0,10.0,6.0,4.0,7.0,2.0,1.0,1.0,5.0,6.0,5.0,7.0,2.0,4.0,7.0,7.0,8.0,119.0,23.8,155652,154184,153342,153129,153478,153957.0
419,SEGOVIA,Segovia,CASTILLA Y LEON,SEGOVIA,,10,Tráfico de drogas,Provincia,33.0,27.0,24.0,43.0,45.0,7.0,12.0,6.0,8.0,4.0,10.0,11.0,2.0,2.0,9.0,8.0,5.0,8.0,12.0,12.0,11.0,2.0,4.0,19.0,20.0,172.0,34.4,155652,154184,153342,153129,153478,153957.0
420,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,1,Homicidios dolosos y asesinatos consumados,Provincia,16.0,14.0,11.0,9.0,12.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,3.0,4.0,0.0,6.0,2.0,62.0,12.4,1939775,1939527,1939887,1942389,1950219,1942359.4
421,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,68.0,58.0,46.0,40.0,64.0,12.0,18.0,16.0,22.0,21.0,17.0,17.0,3.0,7.0,10.0,14.0,15.0,8.0,8.0,9.0,15.0,10.0,23.0,19.0,12.0,276.0,55.2,1939775,1939527,1939887,1942389,1950219,1942359.4
422,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,511.0,564.0,571.0,695.0,613.0,103.0,119.0,158.0,131.0,154.0,149.0,155.0,106.0,123.0,121.0,184.0,143.0,143.0,179.0,170.0,203.0,165.0,109.0,170.0,169.0,2954.0,590.8,1939775,1939527,1939887,1942389,1950219,1942359.4
423,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,4,Secuestro,Provincia,0.0,1.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,1.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,21.0,4.2,1939775,1939527,1939887,1942389,1950219,1942359.4
424,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,438.0,464.0,511.0,550.0,507.0,98.0,142.0,102.0,96.0,122.0,121.0,84.0,137.0,122.0,131.0,116.0,142.0,134.0,133.0,157.0,126.0,119.0,115.0,150.0,123.0,2470.0,494.0,1939775,1939527,1939887,1942389,1950219,1942359.4
425,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,6,Robos con violencia e intimidación,Provincia,2423.0,2626.0,2434.0,2463.0,1832.0,625.0,635.0,545.0,618.0,677.0,648.0,650.0,651.0,540.0,592.0,590.0,712.0,598.0,617.0,531.0,717.0,547.0,302.0,569.0,414.0,11778.0,2355.6,1939775,1939527,1939887,1942389,1950219,1942359.4
426,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,5905.0,5850.0,5961.0,6422.0,4701.0,1562.0,1460.0,1481.0,1402.0,1590.0,1444.0,1434.0,1382.0,1603.0,1390.0,1470.0,1498.0,1751.0,1644.0,1481.0,1546.0,1507.0,848.0,1296.0,1050.0,28839.0,5767.8,1939775,1939527,1939887,1942389,1950219,1942359.4
427,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,8,Hurtos,Provincia,27641.0,27108.0,24774.0,26397.0,16187.0,7203.0,7752.0,6042.0,6644.0,7063.0,7216.0,5951.0,6878.0,6450.0,6666.0,5360.0,6298.0,6582.0,6928.0,6066.0,6821.0,5720.0,2257.0,4273.0,3937.0,122107.0,24421.4,1939775,1939527,1939887,1942389,1950219,1942359.4
428,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,9,Sustracciones de vehículos,Provincia,2166.0,2544.0,1614.0,1926.0,1490.0,443.0,534.0,556.0,633.0,706.0,693.0,624.0,521.0,372.0,413.0,366.0,463.0,454.0,525.0,438.0,509.0,442.0,240.0,429.0,379.0,9740.0,1948.0,1939775,1939527,1939887,1942389,1950219,1942359.4
429,SEVILLA,Sevilla,ANDALUCÍA,SEVILLA,,10,Tráfico de drogas,Provincia,403.0,415.0,411.0,519.0,537.0,96.0,100.0,111.0,96.0,111.0,109.0,123.0,72.0,83.0,106.0,126.0,96.0,99.0,116.0,155.0,149.0,93.0,140.0,150.0,154.0,2285.0,457.0,1939775,1939527,1939887,1942389,1950219,1942359.4
430,SORIA,Soria,CASTILLA Y LEON,SORIA,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,90040,88903,88600,88636,88884,89012.6
431,SORIA,Soria,CASTILLA Y LEON,SORIA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6,90040,88903,88600,88636,88884,89012.6
432,SORIA,Soria,CASTILLA Y LEON,SORIA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,33.0,32.0,42.0,30.0,18.0,12.0,5.0,9.0,7.0,6.0,7.0,10.0,9.0,13.0,8.0,8.0,13.0,10.0,9.0,4.0,7.0,3.0,5.0,5.0,5.0,155.0,31.0,90040,88903,88600,88636,88884,89012.6
433,SORIA,Soria,CASTILLA Y LEON,SORIA,,4,Secuestro,Provincia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,90040,88903,88600,88636,88884,89012.6
434,SORIA,Soria,CASTILLA Y LEON,SORIA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,16.0,13.0,13.0,20.0,14.0,2.0,1.0,7.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,8.0,7.0,3.0,4.0,5.0,2.0,76.0,15.2,90040,88903,88600,88636,88884,89012.6
435,SORIA,Soria,CASTILLA Y LEON,SORIA,,6,Robos con violencia e intimidación,Provincia,25.0,16.0,10.0,12.0,12.0,11.0,3.0,6.0,5.0,3.0,0.0,10.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,7.0,2.0,3.0,0.0,75.0,15.0,90040,88903,88600,88636,88884,89012.6
436,SORIA,Soria,CASTILLA Y LEON,SORIA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,213.0,191.0,164.0,151.0,101.0,68.0,58.0,50.0,37.0,53.0,38.0,39.0,61.0,30.0,40.0,41.0,53.0,39.0,41.0,33.0,38.0,45.0,11.0,20.0,25.0,820.0,164.0,90040,88903,88600,88636,88884,89012.6
437,SORIA,Soria,CASTILLA Y LEON,SORIA,,8,Hurtos,Provincia,548.0,586.0,456.0,518.0,269.0,125.0,137.0,149.0,137.0,138.0,131.0,166.0,151.0,104.0,104.0,141.0,107.0,102.0,118.0,167.0,131.0,85.0,41.0,68.0,75.0,2377.0,475.4,90040,88903,88600,88636,88884,89012.6
438,SORIA,Soria,CASTILLA Y LEON,SORIA,,9,Sustracciones de vehículos,Provincia,21.0,20.0,16.0,9.0,3.0,6.0,5.0,8.0,2.0,7.0,4.0,9.0,0.0,4.0,3.0,6.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,69.0,13.8,90040,88903,88600,88636,88884,89012.6
439,SORIA,Soria,CASTILLA Y LEON,SORIA,,10,Tráfico de drogas,Provincia,13.0,11.0,8.0,13.0,20.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,5.0,3.0,7.0,6.0,4.0,65.0,13.0,90040,88903,88600,88636,88884,89012.6
440,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,1,Homicidios dolosos y asesinatos consumados,Provincia,4.0,6.0,8.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,28.0,5.6,792299,791693,795902,804664,816772,800266.0
441,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,22.0,13.0,24.0,21.0,18.0,6.0,3.0,6.0,7.0,3.0,1.0,5.0,4.0,3.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,-1.0,98.0,19.6,792299,791693,795902,804664,816772,800266.0
442,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,301.0,322.0,329.0,357.0,220.0,64.0,77.0,96.0,64.0,64.0,82.0,100.0,76.0,75.0,90.0,100.0,64.0,57.0,83.0,134.0,83.0,52.0,52.0,86.0,30.0,1529.0,305.8,792299,791693,795902,804664,816772,800266.0
443,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,4,Secuestro,Provincia,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,792299,791693,795902,804664,816772,800266.0
444,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,238.0,235.0,239.0,321.0,262.0,45.0,46.0,89.0,58.0,57.0,58.0,75.0,45.0,56.0,62.0,59.0,62.0,64.0,90.0,86.0,81.0,65.0,54.0,99.0,44.0,1295.0,259.0,792299,791693,795902,804664,816772,800266.0
445,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,6,Robos con violencia e intimidación,Provincia,1069.0,1033.0,990.0,1048.0,794.0,264.0,254.0,328.0,223.0,232.0,264.0,291.0,246.0,238.0,214.0,298.0,240.0,259.0,214.0,345.0,230.0,226.0,124.0,308.0,136.0,4934.0,986.8,792299,791693,795902,804664,816772,800266.0
446,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,4392.0,4324.0,4612.0,4436.0,3398.0,1282.0,1086.0,1061.0,963.0,1131.0,1055.0,1011.0,1127.0,1366.0,1165.0,1000.0,1081.0,1181.0,1031.0,1064.0,1160.0,1103.0,620.0,936.0,739.0,21162.0,4232.4,792299,791693,795902,804664,816772,800266.0
447,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,8,Hurtos,Provincia,10085.0,9918.0,9761.0,9382.0,6718.0,2188.0,2481.0,3443.0,1973.0,1949.0,2540.0,3373.0,2056.0,1984.0,2305.0,3411.0,2061.0,1924.0,2344.0,3141.0,1973.0,1646.0,852.0,2417.0,1803.0,45864.0,9172.8,792299,791693,795902,804664,816772,800266.0
448,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,9,Sustracciones de vehículos,Provincia,449.0,476.0,441.0,468.0,423.0,100.0,127.0,124.0,98.0,131.0,94.0,129.0,122.0,82.0,97.0,142.0,120.0,130.0,106.0,119.0,113.0,112.0,90.0,120.0,101.0,2257.0,451.4,792299,791693,795902,804664,816772,800266.0
449,TARRAGONA,Tarragona,CATALUÑA,TARRAGONA,,10,Tráfico de drogas,Provincia,309.0,307.0,275.0,358.0,358.0,81.0,80.0,92.0,56.0,61.0,93.0,94.0,59.0,58.0,74.0,77.0,66.0,95.0,89.0,106.0,68.0,86.0,69.0,131.0,72.0,1607.0,321.4,792299,791693,795902,804664,816772,800266.0
450,TERUEL,Teruel,ARAGÓN,TERUEL,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.2,136977,135562,134572,134137,134176,135084.8
451,TERUEL,Teruel,ARAGÓN,TERUEL,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,0.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,13.0,2.6,136977,135562,134572,134137,134176,135084.8
452,TERUEL,Teruel,ARAGÓN,TERUEL,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,34.0,27.0,33.0,31.0,28.0,9.0,5.0,18.0,2.0,5.0,9.0,9.0,4.0,5.0,14.0,8.0,6.0,4.0,12.0,8.0,7.0,10.0,3.0,7.0,8.0,153.0,30.6,136977,135562,134572,134137,134176,135084.8
453,TERUEL,Teruel,ARAGÓN,TERUEL,,4,Secuestro,Provincia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136977,135562,134572,134137,134176,135084.8
454,TERUEL,Teruel,ARAGÓN,TERUEL,,5,Delitos contra la libertad e indemnidad sexual,Provincia,19.0,13.0,15.0,35.0,29.0,7.0,3.0,7.0,2.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,8.0,10.0,12.0,5.0,7.0,12.0,5.0,5.0,111.0,22.2,136977,135562,134572,134137,134176,135084.8
455,TERUEL,Teruel,ARAGÓN,TERUEL,,6,Robos con violencia e intimidación,Provincia,17.0,15.0,16.0,19.0,9.0,4.0,3.0,8.0,2.0,4.0,0.0,6.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,8.0,3.0,3.0,1.0,3.0,2.0,76.0,15.2,136977,135562,134572,134137,134176,135084.8
456,TERUEL,Teruel,ARAGÓN,TERUEL,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,235.0,176.0,247.0,151.0,85.0,49.0,53.0,69.0,64.0,54.0,40.0,48.0,34.0,46.0,66.0,59.0,76.0,41.0,38.0,30.0,42.0,27.0,16.0,19.0,23.0,894.0,178.8,136977,135562,134572,134137,134176,135084.8
457,TERUEL,Teruel,ARAGÓN,TERUEL,,8,Hurtos,Provincia,578.0,499.0,464.0,506.0,264.0,119.0,150.0,168.0,141.0,162.0,114.0,137.0,86.0,94.0,122.0,130.0,118.0,105.0,129.0,132.0,140.0,96.0,43.0,72.0,53.0,2311.0,462.2,136977,135562,134572,134137,134176,135084.8
458,TERUEL,Teruel,ARAGÓN,TERUEL,,9,Sustracciones de vehículos,Provincia,18.0,18.0,17.0,10.0,17.0,2.0,5.0,7.0,4.0,4.0,1.0,6.0,7.0,6.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,7.0,7.0,2.0,1.0,80.0,16.0,136977,135562,134572,134137,134176,135084.8
459,TERUEL,Teruel,ARAGÓN,TERUEL,,10,Tráfico de drogas,Provincia,22.0,13.0,34.0,28.0,27.0,4.0,4.0,6.0,8.0,6.0,2.0,3.0,2.0,3.0,6.0,20.0,5.0,3.0,7.0,10.0,8.0,6.0,6.0,7.0,8.0,124.0,24.8,136977,135562,134572,134137,134176,135084.8
460,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,1,Homicidios dolosos y asesinatos consumados,Provincia,3.0,4.0,3.0,3.0,10.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,5.0,23.0,4.6,688672,686841,687391,694844,703772,692304.0
461,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,6.0,17.0,8.0,21.0,22.0,2.0,0.0,3.0,1.0,3.0,7.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,7.0,6.0,5.0,4.0,2.0,8.0,8.0,74.0,14.8,688672,686841,687391,694844,703772,692304.0
462,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,192.0,187.0,229.0,217.0,222.0,41.0,58.0,52.0,41.0,42.0,51.0,49.0,45.0,38.0,81.0,56.0,54.0,57.0,49.0,63.0,48.0,47.0,47.0,76.0,52.0,1047.0,209.4,688672,686841,687391,694844,703772,692304.0
463,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,4,Secuestro,Provincia,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.4,688672,686841,687391,694844,703772,692304.0
464,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,5,Delitos contra la libertad e indemnidad sexual,Provincia,109.0,141.0,175.0,169.0,160.0,26.0,37.0,26.0,20.0,27.0,35.0,48.0,31.0,35.0,47.0,52.0,41.0,35.0,43.0,49.0,42.0,34.0,29.0,51.0,46.0,754.0,150.8,688672,686841,687391,694844,703772,692304.0
465,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,6,Robos con violencia e intimidación,Provincia,382.0,440.0,364.0,348.0,269.0,89.0,80.0,104.0,109.0,109.0,97.0,130.0,104.0,81.0,86.0,103.0,94.0,58.0,107.0,99.0,84.0,77.0,35.0,95.0,62.0,1803.0,360.6,688672,686841,687391,694844,703772,692304.0
466,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,4461.0,4069.0,3898.0,3345.0,2422.0,1369.0,1100.0,900.0,1092.0,1218.0,939.0,821.0,1091.0,1225.0,987.0,780.0,906.0,882.0,824.0,749.0,890.0,773.0,423.0,655.0,571.0,18195.0,3639.0,688672,686841,687391,694844,703772,692304.0
467,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,8,Hurtos,Provincia,5147.0,4864.0,4752.0,4719.0,3410.0,1261.0,1292.0,1331.0,1263.0,1205.0,1271.0,1229.0,1159.0,1187.0,1246.0,1164.0,1155.0,1067.0,1240.0,1222.0,1190.0,1026.0,457.0,969.0,958.0,22892.0,4578.4,688672,686841,687391,694844,703772,692304.0
468,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,9,Sustracciones de vehículos,Provincia,697.0,590.0,304.0,279.0,201.0,175.0,179.0,176.0,167.0,207.0,197.0,107.0,79.0,76.0,82.0,69.0,77.0,84.0,84.0,52.0,59.0,71.0,30.0,59.0,41.0,2071.0,414.2,688672,686841,687391,694844,703772,692304.0
469,TOLEDO,Toledo,CASTILLA - LA MANCHA,TOLEDO,,10,Tráfico de drogas,Provincia,124.0,179.0,191.0,230.0,280.0,20.0,35.0,36.0,33.0,34.0,45.0,38.0,62.0,45.0,44.0,52.0,50.0,51.0,45.0,57.0,77.0,51.0,81.0,84.0,64.0,1004.0,200.8,688672,686841,687391,694844,703772,692304.0
470,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,1,Homicidios dolosos y asesinatos consumados,Provincia,13.0,26.0,5.0,23.0,16.0,5.0,4.0,2.0,2.0,6.0,7.0,2.0,11.0,2.0,2.0,0.0,1.0,8.0,3.0,6.0,6.0,3.0,2.0,10.0,1.0,83.0,16.6,2544264,2540707,2547986,2565124,2591875,2557991.2
471,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,50.0,44.0,61.0,66.0,55.0,16.0,12.0,10.0,12.0,7.0,15.0,20.0,2.0,21.0,12.0,16.0,12.0,21.0,12.0,15.0,18.0,9.0,12.0,20.0,14.0,276.0,55.2,2544264,2540707,2547986,2565124,2591875,2557991.2
472,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,871.0,958.0,1022.0,1131.0,905.0,199.0,219.0,245.0,208.0,204.0,250.0,279.0,225.0,224.0,246.0,317.0,235.0,237.0,280.0,361.0,253.0,243.0,165.0,296.0,201.0,4887.0,977.4,2544264,2540707,2547986,2565124,2591875,2557991.2
473,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,4,Secuestro,Provincia,1.0,1.0,5.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,17.0,3.4,2544264,2540707,2547986,2565124,2591875,2557991.2
474,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,687.0,661.0,803.0,910.0,791.0,156.0,202.0,184.0,145.0,155.0,173.0,179.0,154.0,164.0,198.0,254.0,187.0,213.0,210.0,270.0,217.0,194.0,153.0,254.0,190.0,3852.0,770.4,2544264,2540707,2547986,2565124,2591875,2557991.2
475,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,6,Robos con violencia e intimidación,Provincia,3373.0,3166.0,3060.0,2958.0,2383.0,853.0,831.0,873.0,816.0,882.0,743.0,765.0,776.0,814.0,705.0,846.0,695.0,764.0,664.0,780.0,750.0,658.0,307.0,775.0,643.0,14940.0,2988.0,2544264,2540707,2547986,2565124,2591875,2557991.2
476,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,10388.0,9349.0,9649.0,9089.0,7058.0,2835.0,2694.0,2471.0,2388.0,2542.0,2344.0,2215.0,2248.0,2465.0,2259.0,2460.0,2465.0,2350.0,2112.0,2240.0,2387.0,2115.0,1039.0,1871.0,2033.0,45533.0,9106.6,2544264,2540707,2547986,2565124,2591875,2557991.2
477,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,8,Hurtos,Provincia,38325.0,37163.0,37063.0,35820.0,24058.0,10010.0,9292.0,9816.0,9207.0,9619.0,8999.0,9509.0,9036.0,9173.0,8735.0,10472.0,8683.0,9363.0,8528.0,9393.0,8536.0,7119.0,2774.0,7126.0,7039.0,172429.0,34485.8,2544264,2540707,2547986,2565124,2591875,2557991.2
478,VALENCIA/VALÈNCIA,Valencia/València,COMUNITAT VALENCIANA,VALENCIA/VALÈNCIA,,9,Sustracciones de vehículos,Provincia,2049.0,2048.0,1825.0,1677.0,1301.0,468.0,534.0,541.0,506.0,525.0,508.0,517.0,498.0,438.0,404.0,465.0,518.0,434.0,390.0,457.0,396.0,338.0,182.0,434.0,347.0,8900.0,1780.0,2544264,2540707,2547986,2565124,2591875,2557991.2
