,CrimenProv,PobProv,Comunidad,Provincia,Municipio,code,Delito,Nivel,Enero-diciembre 2016,Enero-diciembre 2017,Enero-diciembre 2018,Enero-diciembre 2019,Enero-diciembre 2020,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,Total,MediaTotal,POB2016,POB2017,POB2018,POB2019,POB2020,TotalPob
337,NAVARRA,Navarra,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,,8,Hurtos,Provincia,8259.0,7572.0,7746.0,8541.0,4471.0,1676.0,1777.0,2942.0,1864.0,1530.0,1724.0,2717.0,1601.0,1486.0,1461.0,3101.0,1698.0,1577.0,1810.0,3380.0,1774.0,1400.0,513.0,1485.0,1073.0,36589.0,7317.8,640647,643234,647554,654214,661197,649369.2
338,NAVARRA,Navarra,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,,9,Sustracciones de vehículos,Provincia,214.0,169.0,174.0,184.0,133.0,49.0,47.0,71.0,47.0,46.0,39.0,44.0,40.0,40.0,39.0,53.0,42.0,51.0,36.0,47.0,50.0,40.0,22.0,36.0,35.0,874.0,174.8,640647,643234,647554,654214,661197,649369.2
339,NAVARRA,Navarra,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,,10,Tráfico de drogas,Provincia,200.0,134.0,140.0,159.0,146.0,37.0,65.0,64.0,34.0,26.0,34.0,38.0,36.0,26.0,29.0,49.0,36.0,46.0,36.0,50.0,27.0,40.0,34.0,35.0,37.0,779.0,155.8,640647,643234,647554,654214,661197,649369.2
340,OURENSE,Ourense,GALICIA,OURENSE,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.2,314853,311680,309293,307651,306650,310025.4
341,OURENSE,Ourense,GALICIA,OURENSE,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,2.0,2.0,6.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,18.0,3.6,314853,311680,309293,307651,306650,310025.4
342,OURENSE,Ourense,GALICIA,OURENSE,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,79.0,78.0,97.0,100.0,74.0,16.0,21.0,27.0,15.0,17.0,21.0,23.0,17.0,27.0,17.0,29.0,24.0,25.0,19.0,30.0,26.0,15.0,16.0,22.0,21.0,428.0,85.6,314853,311680,309293,307651,306650,310025.4
343,OURENSE,Ourense,GALICIA,OURENSE,,4,Secuestro,Provincia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,314853,311680,309293,307651,306650,310025.4
344,OURENSE,Ourense,GALICIA,OURENSE,,5,Delitos contra la libertad e indemnidad sexual,Provincia,18.0,46.0,72.0,52.0,56.0,1.0,4.0,8.0,5.0,5.0,20.0,15.0,6.0,19.0,16.0,21.0,16.0,15.0,12.0,11.0,14.0,13.0,7.0,16.0,20.0,244.0,48.8,314853,311680,309293,307651,306650,310025.4
345,OURENSE,Ourense,GALICIA,OURENSE,,6,Robos con violencia e intimidación,Provincia,107.0,106.0,94.0,88.0,100.0,33.0,36.0,16.0,22.0,28.0,32.0,25.0,21.0,19.0,25.0,30.0,20.0,20.0,19.0,23.0,26.0,32.0,21.0,24.0,23.0,495.0,99.0,314853,311680,309293,307651,306650,310025.4
346,OURENSE,Ourense,GALICIA,OURENSE,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,706.0,526.0,508.0,522.0,481.0,188.0,198.0,120.0,200.0,161.0,130.0,95.0,140.0,137.0,132.0,128.0,111.0,129.0,112.0,120.0,161.0,111.0,99.0,140.0,131.0,2743.0,548.6,314853,311680,309293,307651,306650,310025.4
347,OURENSE,Ourense,GALICIA,OURENSE,,8,Hurtos,Provincia,2078.0,1905.0,1649.0,1737.0,1150.0,565.0,515.0,471.0,527.0,515.0,455.0,466.0,469.0,451.0,400.0,409.0,389.0,397.0,401.0,462.0,477.0,424.0,185.0,290.0,251.0,8519.0,1703.8,314853,311680,309293,307651,306650,310025.4
348,OURENSE,Ourense,GALICIA,OURENSE,,9,Sustracciones de vehículos,Provincia,93.0,82.0,58.0,41.0,43.0,17.0,33.0,28.0,15.0,20.0,25.0,17.0,20.0,18.0,18.0,9.0,13.0,8.0,7.0,12.0,14.0,8.0,12.0,15.0,8.0,317.0,63.4,314853,311680,309293,307651,306650,310025.4
349,OURENSE,Ourense,GALICIA,OURENSE,,10,Tráfico de drogas,Provincia,30.0,40.0,44.0,52.0,48.0,3.0,8.0,7.0,12.0,7.0,10.0,16.0,7.0,6.0,12.0,16.0,10.0,11.0,8.0,13.0,20.0,10.0,10.0,20.0,8.0,214.0,42.8,314853,311680,309293,307651,306650,310025.4
350,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,164644,163390,162035,160980,160321,162274.0
351,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.6,164644,163390,162035,160980,160321,162274.0
352,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,41.0,48.0,36.0,34.0,25.0,6.0,11.0,14.0,10.0,8.0,15.0,16.0,9.0,4.0,11.0,8.0,13.0,8.0,10.0,10.0,6.0,5.0,3.0,8.0,9.0,184.0,36.8,164644,163390,162035,160980,160321,162274.0
353,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,4,Secuestro,Provincia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164644,163390,162035,160980,160321,162274.0
354,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,11.0,29.0,33.0,29.0,32.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,9.0,4.0,11.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,9.0,9.0,8.0,134.0,26.8,164644,163390,162035,160980,160321,162274.0
355,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,6,Robos con violencia e intimidación,Provincia,49.0,44.0,23.0,37.0,31.0,3.0,14.0,20.0,12.0,14.0,13.0,6.0,11.0,7.0,6.0,7.0,3.0,6.0,11.0,11.0,9.0,5.0,5.0,11.0,10.0,184.0,36.8,164644,163390,162035,160980,160321,162274.0
356,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,224.0,223.0,251.0,206.0,140.0,74.0,49.0,42.0,59.0,55.0,59.0,45.0,64.0,64.0,47.0,67.0,73.0,65.0,42.0,46.0,53.0,44.0,31.0,32.0,33.0,1044.0,208.8,164644,163390,162035,160980,160321,162274.0
357,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,8,Hurtos,Provincia,978.0,957.0,852.0,877.0,534.0,251.0,227.0,302.0,198.0,243.0,226.0,265.0,223.0,160.0,237.0,218.0,237.0,209.0,224.0,234.0,210.0,143.0,59.0,171.0,161.0,4198.0,839.6,164644,163390,162035,160980,160321,162274.0
358,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,9,Sustracciones de vehículos,Provincia,48.0,15.0,21.0,33.0,35.0,14.0,13.0,8.0,13.0,2.0,4.0,2.0,7.0,7.0,5.0,5.0,4.0,8.0,4.0,14.0,7.0,14.0,4.0,11.0,6.0,152.0,30.4,164644,163390,162035,160980,160321,162274.0
359,PALENCIA,Palencia,CASTILLA Y LEON,PALENCIA,,10,Tráfico de drogas,Provincia,15.0,25.0,29.0,44.0,48.0,2.0,5.0,4.0,4.0,4.0,2.0,13.0,6.0,8.0,6.0,5.0,10.0,2.0,12.0,19.0,11.0,14.0,7.0,19.0,8.0,161.0,32.2,164644,163390,162035,160980,160321,162274.0
360,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,1,Homicidios dolosos y asesinatos consumados,Provincia,12.0,10.0,10.0,10.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,6.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,46.0,9.2,1097800,1100480,1109175,1120406,1131065,1111785.2
361,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,14.0,17.0,18.0,24.0,24.0,1.0,3.0,7.0,3.0,6.0,5.0,3.0,3.0,2.0,6.0,4.0,6.0,5.0,5.0,9.0,5.0,9.0,5.0,5.0,5.0,97.0,19.4,1097800,1100480,1109175,1120406,1131065,1111785.2
362,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,610.0,583.0,554.0,653.0,489.0,162.0,129.0,172.0,147.0,163.0,125.0,161.0,134.0,110.0,126.0,170.0,148.0,172.0,150.0,174.0,157.0,130.0,100.0,138.0,121.0,2889.0,577.8,1097800,1100480,1109175,1120406,1131065,1111785.2
363,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,4,Secuestro,Provincia,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.2,1097800,1100480,1109175,1120406,1131065,1111785.2
364,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,5,Delitos contra la libertad e indemnidad sexual,Provincia,320.0,366.0,454.0,527.0,559.0,63.0,81.0,94.0,82.0,74.0,98.0,103.0,91.0,118.0,107.0,109.0,120.0,144.0,125.0,125.0,133.0,145.0,110.0,172.0,132.0,2226.0,445.2,1097800,1100480,1109175,1120406,1131065,1111785.2
365,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,6,Robos con violencia e intimidación,Provincia,777.0,762.0,797.0,828.0,679.0,222.0,189.0,181.0,185.0,205.0,175.0,201.0,181.0,228.0,180.0,181.0,208.0,201.0,166.0,239.0,222.0,196.0,73.0,194.0,216.0,3843.0,768.6,1097800,1100480,1109175,1120406,1131065,1111785.2
366,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,2540.0,2334.0,2212.0,2158.0,1777.0,684.0,637.0,610.0,609.0,610.0,573.0,601.0,550.0,704.0,491.0,530.0,487.0,478.0,582.0,502.0,596.0,503.0,348.0,484.0,442.0,11021.0,2204.2,1097800,1100480,1109175,1120406,1131065,1111785.2
367,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,8,Hurtos,Provincia,14821.0,14328.0,13350.0,12985.0,8936.0,4351.0,3246.0,3696.0,3528.0,3941.0,3208.0,3516.0,3663.0,3934.0,2922.0,3306.0,3188.0,3529.0,2859.0,3308.0,3289.0,3207.0,1165.0,2317.0,2247.0,64420.0,12884.0,1097800,1100480,1109175,1120406,1131065,1111785.2
368,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,9,Sustracciones de vehículos,Provincia,779.0,853.0,595.0,647.0,554.0,230.0,172.0,191.0,186.0,239.0,219.0,213.0,182.0,144.0,151.0,147.0,153.0,148.0,160.0,152.0,187.0,184.0,86.0,141.0,143.0,3428.0,685.6,1097800,1100480,1109175,1120406,1131065,1111785.2
369,PALMAS (LAS),"Palmas, Las",CANARIAS,PALMAS (LAS),,10,Tráfico de drogas,Provincia,375.0,343.0,380.0,352.0,325.0,98.0,101.0,109.0,67.0,97.0,94.0,76.0,76.0,103.0,118.0,89.0,70.0,85.0,98.0,83.0,86.0,81.0,102.0,72.0,70.0,1775.0,355.0,1097800,1100480,1109175,1120406,1131065,1111785.2
370,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,1,Homicidios dolosos y asesinatos consumados,Provincia,2.0,4.0,1.0,7.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,19.0,3.8,944346,942731,941772,942665,945408,943384.4
371,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,7.0,9.0,4.0,11.0,14.0,1.0,3.0,3.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,45.0,9.0,944346,942731,941772,942665,945408,943384.4
372,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,410.0,385.0,418.0,414.0,365.0,83.0,101.0,141.0,85.0,103.0,106.0,88.0,88.0,65.0,130.0,137.0,86.0,93.0,113.0,128.0,80.0,89.0,79.0,102.0,95.0,1992.0,398.4,944346,942731,941772,942665,945408,943384.4
373,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,4,Secuestro,Provincia,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,944346,942731,941772,942665,945408,943384.4
374,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,181.0,182.0,203.0,252.0,227.0,31.0,48.0,57.0,45.0,44.0,62.0,44.0,32.0,44.0,45.0,51.0,63.0,50.0,76.0,73.0,53.0,49.0,49.0,63.0,66.0,1045.0,209.0,944346,942731,941772,942665,945408,943384.4
375,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,6,Robos con violencia e intimidación,Provincia,406.0,425.0,376.0,329.0,260.0,105.0,87.0,117.0,97.0,86.0,102.0,147.0,90.0,95.0,87.0,98.0,96.0,76.0,82.0,99.0,72.0,59.0,44.0,92.0,65.0,1796.0,359.2,944346,942731,941772,942665,945408,943384.4
376,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,2100.0,2042.0,1999.0,2191.0,1425.0,596.0,459.0,473.0,572.0,596.0,464.0,457.0,525.0,552.0,479.0,492.0,476.0,586.0,458.0,498.0,649.0,532.0,260.0,332.0,301.0,9757.0,1951.4,944346,942731,941772,942665,945408,943384.4
377,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,8,Hurtos,Provincia,7816.0,7414.0,7134.0,6538.0,4183.0,1813.0,1856.0,2471.0,1676.0,1633.0,1880.0,2248.0,1653.0,1474.0,1767.0,2169.0,1724.0,1650.0,1639.0,1800.0,1449.0,1208.0,672.0,1330.0,973.0,33085.0,6617.0,944346,942731,941772,942665,945408,943384.4
378,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,9,Sustracciones de vehículos,Provincia,396.0,282.0,320.0,332.0,239.0,88.0,92.0,110.0,106.0,81.0,70.0,70.0,61.0,60.0,75.0,88.0,97.0,78.0,90.0,81.0,83.0,62.0,48.0,77.0,52.0,1569.0,313.8,944346,942731,941772,942665,945408,943384.4
379,PONTEVEDRA,Pontevedra,GALICIA,PONTEVEDRA,,10,Tráfico de drogas,Provincia,164.0,169.0,181.0,242.0,290.0,35.0,42.0,46.0,41.0,37.0,38.0,56.0,38.0,44.0,33.0,50.0,54.0,52.0,69.0,60.0,61.0,61.0,62.0,91.0,76.0,1046.0,209.2,944346,942731,941772,942665,945408,943384.4
380,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,1,Homicidios dolosos y asesinatos consumados,Provincia,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,1.2,315794,315381,315675,316798,319914,316712.4
381,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,3.0,6.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,19.0,3.8,315794,315381,315675,316798,319914,316712.4
382,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,118.0,128.0,143.0,144.0,120.0,29.0,32.0,35.0,22.0,25.0,41.0,30.0,32.0,22.0,34.0,43.0,44.0,24.0,43.0,42.0,35.0,41.0,26.0,33.0,20.0,653.0,130.6,315794,315381,315675,316798,319914,316712.4
383,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,4,Secuestro,Provincia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315794,315381,315675,316798,319914,316712.4
384,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,48.0,57.0,62.0,92.0,109.0,13.0,7.0,14.0,14.0,11.0,12.0,19.0,15.0,12.0,10.0,23.0,17.0,18.0,19.0,30.0,25.0,29.0,24.0,33.0,23.0,368.0,73.6,315794,315381,315675,316798,319914,316712.4
385,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,6,Robos con violencia e intimidación,Provincia,119.0,104.0,78.0,90.0,79.0,33.0,24.0,32.0,30.0,19.0,24.0,34.0,27.0,23.0,21.0,17.0,17.0,26.0,18.0,24.0,22.0,16.0,7.0,36.0,20.0,470.0,94.0,315794,315381,315675,316798,319914,316712.4
386,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,649.0,722.0,601.0,552.0,453.0,179.0,144.0,147.0,179.0,195.0,172.0,165.0,190.0,192.0,144.0,104.0,161.0,155.0,142.0,115.0,140.0,136.0,78.0,115.0,124.0,2977.0,595.4,315794,315381,315675,316798,319914,316712.4
387,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,8,Hurtos,Provincia,2791.0,2563.0,2342.0,2422.0,1475.0,689.0,685.0,736.0,681.0,648.0,601.0,664.0,650.0,541.0,601.0,616.0,584.0,551.0,552.0,697.0,622.0,444.0,205.0,438.0,388.0,11593.0,2318.6,315794,315381,315675,316798,319914,316712.4
388,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,9,Sustracciones de vehículos,Provincia,99.0,89.0,79.0,68.0,32.0,25.0,27.0,25.0,22.0,25.0,22.0,13.0,29.0,13.0,33.0,16.0,17.0,14.0,12.0,21.0,21.0,6.0,3.0,12.0,11.0,367.0,73.4,315794,315381,315675,316798,319914,316712.4
389,RIOJA,"Rioja, La",RIOJA (LA),RIOJA,,10,Tráfico de drogas,Provincia,63.0,80.0,73.0,104.0,73.0,13.0,21.0,9.0,20.0,24.0,20.0,18.0,18.0,20.0,19.0,17.0,17.0,31.0,23.0,30.0,20.0,13.0,21.0,24.0,15.0,393.0,78.6,315794,315381,315675,316798,319914,316712.4
390,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,1,Homicidios dolosos y asesinatos consumados,Provincia,4.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.8,335985,333603,331473,330119,329245,332085.0
391,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,1.6,335985,333603,331473,330119,329245,332085.0
392,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,59.0,55.0,97.0,86.0,64.0,12.0,18.0,16.0,13.0,13.0,14.0,19.0,9.0,28.0,20.0,30.0,19.0,19.0,23.0,22.0,22.0,19.0,7.0,21.0,17.0,361.0,72.2,335985,333603,331473,330119,329245,332085.0
393,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,4,Secuestro,Provincia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,335985,333603,331473,330119,329245,332085.0
394,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,5,Delitos contra la libertad e indemnidad sexual,Provincia,34.0,55.0,70.0,65.0,54.0,7.0,9.0,10.0,8.0,14.0,13.0,14.0,14.0,13.0,15.0,31.0,11.0,21.0,14.0,13.0,17.0,14.0,10.0,18.0,12.0,278.0,55.6,335985,333603,331473,330119,329245,332085.0
395,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,6,Robos con violencia e intimidación,Provincia,153.0,138.0,146.0,99.0,81.0,40.0,42.0,33.0,38.0,39.0,43.0,27.0,29.0,34.0,39.0,41.0,32.0,21.0,28.0,25.0,25.0,26.0,6.0,28.0,21.0,617.0,123.4,335985,333603,331473,330119,329245,332085.0
396,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,519.0,634.0,530.0,477.0,331.0,136.0,129.0,100.0,154.0,162.0,124.0,128.0,220.0,154.0,128.0,116.0,132.0,118.0,113.0,128.0,118.0,114.0,37.0,79.0,101.0,2491.0,498.2,335985,333603,331473,330119,329245,332085.0
397,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,8,Hurtos,Provincia,4086.0,3577.0,3422.0,3269.0,1816.0,1043.0,978.0,852.0,1213.0,824.0,814.0,815.0,1124.0,725.0,798.0,798.0,1101.0,826.0,763.0,671.0,1009.0,624.0,182.0,516.0,494.0,16170.0,3234.0,335985,333603,331473,330119,329245,332085.0
398,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,9,Sustracciones de vehículos,Provincia,114.0,105.0,61.0,46.0,54.0,37.0,29.0,22.0,26.0,44.0,25.0,20.0,16.0,16.0,10.0,16.0,19.0,19.0,8.0,13.0,6.0,11.0,13.0,19.0,11.0,380.0,76.0,335985,333603,331473,330119,329245,332085.0
399,SALAMANCA,Salamanca,CASTILLA Y LEON,SALAMANCA,,10,Tráfico de drogas,Provincia,55.0,61.0,60.0,62.0,78.0,7.0,12.0,19.0,17.0,10.0,16.0,17.0,18.0,11.0,17.0,13.0,19.0,10.0,20.0,17.0,15.0,12.0,20.0,30.0,16.0,316.0,63.2,335985,333603,331473,330119,329245,332085.0
400,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,1,Homicidios dolosos y asesinatos consumados,Provincia,9.0,10.0,14.0,10.0,8.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,4.0,6.0,3.0,5.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,2.0,2.0,51.0,10.2,1004124,1007641,1018510,1032983,1044887,1021629.0
401,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,2,Homicidios dolosos y asesinatos en grado tentativa,Provincia,30.0,19.0,23.0,21.0,18.0,6.0,11.0,6.0,7.0,4.0,8.0,6.0,1.0,5.0,3.0,7.0,8.0,2.0,7.0,6.0,6.0,2.0,2.0,9.0,5.0,111.0,22.2,1004124,1007641,1018510,1032983,1044887,1021629.0
402,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,3,Delitos graves y menos graves de lesiones y riña tumultuaria,Provincia,463.0,475.0,508.0,495.0,424.0,97.0,127.0,119.0,120.0,130.0,113.0,111.0,121.0,115.0,117.0,150.0,126.0,128.0,111.0,149.0,107.0,110.0,87.0,124.0,103.0,2365.0,473.0,1004124,1007641,1018510,1032983,1044887,1021629.0
403,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,4,Secuestro,Provincia,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.2,1004124,1007641,1018510,1032983,1044887,1021629.0
404,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,5,Delitos contra la libertad e indemnidad sexual,Provincia,210.0,259.0,297.0,384.0,315.0,34.0,50.0,70.0,56.0,66.0,52.0,73.0,68.0,68.0,72.0,82.0,75.0,86.0,105.0,112.0,81.0,86.0,61.0,89.0,79.0,1465.0,293.0,1004124,1007641,1018510,1032983,1044887,1021629.0
405,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,6,Robos con violencia e intimidación,Provincia,760.0,674.0,698.0,718.0,495.0,188.0,162.0,240.0,170.0,202.0,143.0,168.0,161.0,162.0,164.0,186.0,186.0,203.0,143.0,180.0,192.0,178.0,55.0,131.0,131.0,3345.0,669.0,1004124,1007641,1018510,1032983,1044887,1021629.0
406,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,7," Robos con fuerza en domicilios, establecimientos y otras instalaciones",Provincia,3138.0,3013.0,2800.0,2152.0,1711.0,763.0,707.0,762.0,906.0,851.0,795.0,748.0,619.0,792.0,715.0,672.0,621.0,531.0,494.0,514.0,613.0,534.0,298.0,476.0,403.0,12814.0,2562.8,1004124,1007641,1018510,1032983,1044887,1021629.0
407,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,CANARIAS,SANTA CRUZ DE TENERIFE,,8,Hurtos,Provincia,16150.0,15799.0,13927.0,13161.0,7780.0,4624.0,3501.0,3846.0,4179.0,5390.0,3446.0,3316.0,3647.0,4507.0,2928.0,2986.0,3506.0,3909.0,2761.0,3006.0,3485.0,3487.0,782.0,1807.0,1704.0,66817.0,13363.4,1004124,1007641,1018510,1032983,1044887,1021629.0
